game_id,platform_id
260090,34
260090,6
260090,39
340662,3
340662,6
341355,6
37140,37
341333,3
341333,6
341333,14
38105,306
360053,3
360053,6
81036,34
81036,6
81036,39
81036,14
81036,130
258358,82
336599,34
336599,6
150998,6
65321,6
65321,14
143663,48
143663,6
143663,167
143663,130
368602,6
92583,29
41710,149
41710,121
41710,6
41710,118
41710,27
199325,170
199325,169
199325,48
199325,6
199325,167
199325,49
199325,130
48943,33
155659,48
155659,6
155659,49
155659,130
92479,6
232793,82
232793,34
232793,6
232793,39
232793,14
247931,6
346321,6
346321,14
339270,6
207321,3
207321,6
207321,14
369640,6
42710,38
6600,24
328212,472
328212,39
367581,3
367581,6
29165,6
325155,6
348710,34
348710,39
127403,6
127403,14
48321,99
48321,18
303430,6
334618,6
334618,14
297314,130
288938,6
16926,9
16926,48
16926,3
16926,6
16926,14
16926,41
16926,46
16926,49
16926,130
335710,6
244662,6
345710,130
332239,25
11321,100
302710,6
254710,6
315116,6
315116,130
33964,6
47763,4
340710,6
337403,115
337403,63
337403,16
146112,170
146112,169
146112,48
146112,6
146112,167
146112,14
146112,49
139936,48
139936,6
139936,14
139936,49
139936,130
269321,8
185943,52
234212,65
169321,6
197546,6
46490,6
274056,169
274056,6
274056,167
274056,130
9765,82
337481,6
343056,6
367307,6
359212,6
317467,6
352340,22
131672,6
376547,6
86736,37
311421,3
311421,6
311421,14
332389,6
862,5
862,6
862,12
358662,169
358662,48
358662,508
358662,6
358662,167
358662,49
358662,130
339056,167
339056,130
257910,169
257910,48
257910,6
257910,167
257910,49
257910,130
130132,6
333212,82
147845,48
147845,6
147845,49
147845,130
15212,63
15212,13
212785,169
212785,48
212785,6
212785,167
212785,49
212785,130
327710,6
201050,48
201050,46
332241,405
332241,6
93950,6
76192,3
76192,6
76192,14
355040,6
355040,14
139951,130
19212,8
320208,6
34056,6
335229,6
367337,6
6797,5
6797,29
6797,12
87577,34
87577,39
225056,6
9890,11
9890,21
254776,6
231703,169
231703,48
231703,6
231703,167
231703,49
374696,6
276643,169
276643,48
276643,6
276643,167
334056,82
21968,23
335716,6
181000,6
342037,6
141023,3
141023,34
141023,6
141023,39
141023,14
309256,48
309256,6
309256,167
309256,130
267388,6
3166,19
3166,3
3166,29
3166,6
3166,14
3166,13
3166,16
3166,58
266344,169
266344,6
88301,390
88301,165
88301,163
88301,385
19608,48
19608,6
324514,19
333769,82
333769,6
150089,34
150089,6
230627,6
103789,6
53460,3
53460,6
99120,3
99120,6
99120,14
99120,130
346675,3
346675,6
295321,6
30779,6
192807,3
192807,34
192807,6
192807,39
192807,14
192807,130
103320,169
103320,48
103320,6
103320,167
103320,14
103320,49
287742,6
1470,41
1470,24
355844,32
355844,7
9933,6
345564,34
345564,39
16210,3
16210,6
56321,38
328564,130
36069,6
170777,48
170777,508
170777,6
170777,167
170777,14
170777,130
191564,3
191564,34
191564,6
191564,14
148993,6
148993,14
267489,169
267489,48
267489,6
267489,167
267489,49
267489,130
174564,6
174564,39
134457,306
105685,6
271575,6
338321,34
338321,6
338321,39
31604,6
314521,169
314521,48
314521,6
314521,167
314521,49
314521,130
209315,48
209315,6
209315,49
190162,3
190162,34
190162,6
190162,14
333741,130
95833,48
95833,49
95833,130
342413,130
16088,6
121709,169
121709,3
121709,6
121709,163
121709,49
9056,9
9056,7
9056,38
147212,82
147212,3
147212,34
147212,6
147212,14
217007,169
217007,48
217007,6
217007,167
217007,49
217007,130
144947,34
144947,6
144947,39
224411,6
122608,6
342742,6
342742,49
301087,6
48456,99
218086,33
179685,6
156815,6
69505,6
171281,169
171281,48
171281,6
171281,167
212056,3
212056,34
212056,6
212056,39
212056,14
341346,6
87039,39
357056,6
10957,6
89564,33
178056,306
342253,8
288097,6
44056,4
149364,6
149364,14
60315,48
60315,6
60315,130
332847,6
145991,167
140910,6
172451,6
96739,6
358576,6
129468,6
279356,6
159119,169
159119,6
159119,167
51056,5
50464,6
50464,14
195580,6
52586,9
52586,12
318180,3
318180,6
318180,14
178387,306
93749,6
93749,14
250722,6
355019,6
74959,34
74959,6
74959,39
74959,130
134179,6
134179,14
348397,6
353575,130
165564,8
115564,6
334662,82
334662,6
151915,13
142801,6
54700,386
54700,165
54700,6
54700,163
54700,385
54700,384
348299,6
350085,6
13564,15
13564,26
13564,25
341564,6
372159,130
340301,6
290900,6
140086,6
366323,6
34828,6
34828,14
372158,130
46015,6
46015,38
25199,6
121603,6
121603,14
121603,130
347243,6
311056,130
372160,130
142874,6
146748,6
146748,130
332979,6
333411,6
11348,6
255281,6
164867,169
164867,48
164867,34
164867,6
164867,39
164867,167
164867,14
164867,49
164867,130
180021,6
140014,6
64564,61
38460,38
217529,48
217529,6
217529,49
370239,6
144573,6
2899,19
2899,41
2899,137
2899,24
2899,58
359701,6
359701,14
150532,6
344412,6
344412,14
350867,34
350867,6
350867,39
350867,14
107402,6
255929,6
371180,6
350637,6
214370,169
214370,48
214370,34
214370,6
214370,39
214370,49
214370,130
344401,6
16262,3
16262,6
303964,6
250031,6
250031,130
362910,82
169763,6
330814,6
278221,6
328244,6
355018,6
355018,14
86674,6
327133,6
129984,3
129984,6
129984,14
96452,48
96452,6
96452,49
96452,130
340326,6
366334,82
371130,6
302717,9
302717,46
25878,6
258280,34
258280,6
258280,39
256960,48
256960,34
256960,6
256960,39
115152,48
115152,6
115152,49
115152,130
367787,6
107290,48
107290,6
107290,14
107290,49
86450,48
86450,6
86450,14
86450,49
86450,130
326685,3
326685,6
36703,6
36703,130
259867,48
259867,34
259867,6
259867,39
259867,167
82591,48
82591,37
82591,41
82591,46
256978,48
256978,34
256978,6
256978,39
256978,167
366329,6
241895,5
334003,6
74470,6
257453,48
257453,34
257453,6
257453,39
257453,167
328376,6
110381,6
317631,34
317631,39
366333,6
235056,6
13161,6
298232,6
337641,6
177387,82
177387,6
305383,6
189337,6
190006,6
103054,170
103054,169
103054,48
103054,6
103054,167
103054,49
135160,6
273864,48
273864,34
273864,6
273864,39
273864,167
332503,130
27958,37
116354,34
116354,39
155301,6
313204,82
313204,34
313204,6
296056,55
367578,6
221258,6
335080,48
335080,167
338642,61
140056,9
338186,6
257476,48
257476,34
257476,6
257476,39
257476,167
332171,48
332171,3
332171,6
332171,167
332171,14
332171,130
206926,3
206926,6
206926,14
464,6
119262,170
119262,169
119262,48
119262,6
119262,167
119262,49
338056,8
375457,6
375457,163
367584,6
229176,48
229176,6
229176,167
229176,130
339464,6
282929,48
282929,34
282929,6
282929,39
282929,167
125189,48
125189,46
125189,49
125189,130
301289,3
301289,6
42464,58
122372,169
122372,3
122372,6
122372,14
122372,49
122372,130
367819,6
15279,6
256464,130
332505,130
19129,3
19129,6
19129,14
370592,48
370592,167
370592,130
225497,6
225497,130
87338,6
87338,39
290212,6
130236,6
33722,6
148041,48
148041,130
